RetroLootPro ID,Name,Platform,Condition,Barcode,Sell Price,Market Value,Label Price,Cost Basis,Quantity,Status,Category,Item Type,Clover Category
7c092b9c-fd5d-4430-8f6d-567934713adb,Gensou Suikoden V [PlayStation 2 The Best],PlayStation 2,CIB,4988602132601,0.00,0.00,0.00,0.00,1,available,Video Games,game,Video Games
db1e9326-7c19-4ff8-a209-3be1e37a3dd9,Girls in Pants,Book,Loose,9780385729352,5.99,5.99,5.99,0.00,1,available,Books & Media,accessory,Books & Media
e2a996b7-4959-4893-a87a-2752c2d06d93,God of War Chains of Olympus,PSP,CIB,,0.00,33.84,33.99,14.47,1,available,Manual Entry,unknown,Video Games
696823da-b196-4666-a2fa-aa211fbd25ae,Golden Axe Beast Rider,Xbox 360,CIB,010086680119,0.00,10.32,9.99,19.98,1,available,Video Games,game,Video Games
e0ca7ed2-3fbc-4fb3-bb58-1b7fcdd32b8d,Green Light,Book,Loose,Green Light,39.99,39.99,39.99,0.00,1,available,"Books, Dark Romance",accessory,Books & Media
5565d7c3-5a35-49a6-9892-ab701bd6c903,Grey GameCube Controller,GameCube,CIB,,0.00,85.41,84.99,36.53,1,available,Manual Entry,game,Video Games
ba565832-2dc1-4a50-9199-3f0b899c2b75,Hanjuku Eiyuu Tai 3D,PlayStation 2,CIB,4961012038237,0.00,8.99,8.99,17.70,1,available,Video Games,game,Video Games
28d3898f-e51a-4026-b736-be4e27c9ab11,Hard Hitter Tennis,PlayStation 2,CIB,730865520213,0.00,8.32,7.99,16.11,1,available,Video Games,game,Video Games
855885d8-32dd-4d7f-826d-99c04612413e,Hardcore 4X4,PlayStation,CIB,,0.00,6.77,6.99,8.85,1,available,Manual Entry,unknown,Video Games
70a0c5eb-b135-40b8-9abe-85acb1a33930,Haven Call of the King,PlayStation 2,CIB,031719268924,0.00,7.81,7.99,15.12,1,available,Video Games,game,Video Games
b7c97766-6f0d-4a21-9e62-8395a3846fcb,Heart Bones,Book,Loose,9781668021910,8.99,8.99,8.99,6.00,1,available,Books & Media,accessory,Books & Media
16d4b004-acca-49bd-9569-03a547550156,Heart Of Texas Vol. 3,Book,Loose,9780778325093,9.99,9.99,9.99,0.00,1,available,Books & Media,accessory,Books & Media
53843552-b3d8-4920-9bce-7aaef4f1807c,Heartstopper Collection,Book,Loose,Heartstopper Collection,30.00,30.00,29.99,30.00,1,available,Books,accessory,Books & Media
cb5b0eaa-d7e5-46d7-97a7-32d1548b3aca,High School Musical 3 Senior Year Dance,Wii,CIB,712725004736,0.00,4.76,4.99,6.22,1,available,Video Games,game,Video Games
4cc37324-07e5-471f-a35b-d5118bf0ac0c,High School Musical Sing It,PlayStation 3,CIB,712725003517,0.00,5.80,5.99,11.23,1,available,Video Games,game,Video Games
a8bcd2e6-02da-4ffc-9208-c366412fd9b2,Hitman 2 Silent Assassin,Xbox,CIB,,0.00,3.00,2.99,3.92,1,available,Manual Entry,unknown,Video Games
51e802a7-51d2-4de8-abe8-b36248717c8b,Hollywood Squares,Xbox 360,CIB,008888176213,0.00,6.53,6.99,12.64,1,available,Video Games,game,Video Games
f093bbbc-c924-4802-af76-292208f9c8df,Home Alone,NES,CIB,,0.00,48.33,47.99,63.15,1,available,Manual Entry,unknown,Video Games
ad1013f8-cbd7-415e-b599-8e2e67b75486,Home Is Where the Bodies Are,Book,Loose,9798212182843,0.00,12.99,12.99,12.99,1,available,Books & Media,accessory,Books & Media
4ac8375a-0638-4221-8c67-8fd8f1ad5021,Honk if you love real men,Book,Loose,9780312339166,9.99,9.99,9.99,0.00,1,available,Books & Media,accessory,Books & Media
26408aa3-7f8c-4607-b3c5-74005fab00c1,How to Train Your Dragon,Wii,CIB,047875839038,0.00,12.85,12.99,16.79,1,available,Video Games,game,Video Games
6e54f679-319a-4a91-9543-7963ad9209a5,iCarly,DS,CIB,047875759794,0.00,7.77,7.99,10.15,1,available,Video Games,game,Video Games
8a7ecaac-616a-4a04-b05c-423c9ec8b304,Icebreaker,Book,Loose,9781668026038,8.99,8.99,8.99,7.99,1,available,"Books, Romance",accessory,Books & Media
4d6e1fc5-79a0-4f81-b6b3-ee68d7af8535,If we ever meet again,Book,Loose,If we ever meet again,6.99,6.99,6.99,8.95,1,available,"Books, Romance",accessory,Books & Media
e9002d59-9f30-495a-b4c5-94a6419c6b26,IHRA Drag Racing Sportsman Edition,PlayStation 2,CIB,093155119406,0.00,6.07,5.99,11.75,1,available,Video Games,game,Video Games
49b17540-b355-43fd-adcd-f655a3cbbe97,Infinity,Xbox 360,CIB,,0.00,22.24,21.99,29.06,1,available,Manual Entry,unknown,Video Games
7af37bec-c2db-424a-a503-2c010c12d126,Inuyasha,PlayStation,CIB,4543112055453,0.00,17.32,16.99,34.09,1,available,Video Games,game,Video Games
a7122731-7590-4eab-9b3b-321fa93b84ed,Iron Flame,Book,Loose,9781649374172,16.99,16.99,16.99,12.99,1,available,"Books, Romance Fantasy",accessory,Books & Media
47c55192-a3ab-4c0c-99ed-88633150abc1,It Ends With Us,Book,Loose,9781668055960,5.99,5.99,5.99,4.00,1,available,Books & Media,accessory,Books & Media
e9ac2bb9-d027-4a60-8273-65d73ef6ab6c,It Ends With Us,Book,Loose,9781501110368,5.99,5.99,5.99,3.00,1,available,Books & Media,accessory,Books & Media
81681f6e-4a44-4af8-ac95-5f22e5ac9b07,It Ends With Us,Book,Loose,9781501110368,5.99,5.99,5.99,5.00,1,available,Books & Media,accessory,Books & Media
fca21839-4585-48e5-8cc8-f72b07d87ecc,It Starts with Us,Book,Loose,9781668001226,5.99,5.99,5.99,3.00,1,available,Books & Media,accessory,Books & Media
cb62dedc-2e0b-4957-9ee1-1ac9ae06bc24,It Starts with Us,Book,Loose,9781398518179,5.99,5.99,5.99,4.00,1,available,Books & Media,accessory,Books & Media
441ca6b0-aea6-4632-904c-14e196ea86c6,Jeopardy,NES,CIB,,0.00,17.89,17.99,23.37,1,available,Manual Entry,unknown,Video Games
9fba8e1f-b791-421b-8ca4-b8a69ac149ca,Jeremy McGrath Supercross World,PlayStation 2,CIB,,0.00,9.48,8.99,12.39,1,available,Manual Entry,unknown,Video Games
2dcc7f13-a4e5-4b23-9333-7df5221809ce,Jillian Michaels' Fitness Ultimatum 2009,Wii,CIB,096427015529,0.00,2.67,2.99,5.17,1,available,Video Games,game,Video Games
cb54af08-1eaa-46f9-b542-bdeb0c501528,Jimmy Neutron Attack of the Twonkies,PlayStation 2,CIB,752919460580,0.00,11.74,11.99,15.67,1,available,Video Games,game,Video Games
