id,product_name,console,condition,status,issue
59f90cfe-a5e7-4862-9f34-38a128d06941,Final Fantasy XIII,PlayStation 3,CIB,available,pricecharting_no_match
a9a6d5cb-52b8-44f6-a3f8-0bf39192983f,Fisherman’s Bait 2 Big Ol Bass,PlayStation,CIB,available,pricecharting_no_match
68c3c06e-2b00-4bf6-8aac-13385dc518bc,Full Metal Alchemist Hagane no Renkinjutsushi,PlayStation 2,CIB,available,pricecharting_no_match
55e56230-1e74-4aec-b710-8f29e716d42a,Full Spectrum Warrior,Xbox,CIB,available,pricecharting_no_match
5782265c-5972-4061-8f0b-825f97433d58,Galaga / Galaxian,Game Boy,CIB,available,pricecharting_no_match
7031800d-9197-42d9-963a-c17542c1bf50,GameCube,GameCube,CIB,available,pricecharting_no_match
d122845f-ace7-470a-8eee-93065e3e2868,Gears of War 4,Xbox One,CIB,available,pricecharting_no_match
a1b8a87e-b9c6-44a9-b1cf-210a0eb646a0,Genso Suikoden,PlayStation,CIB,available,pricecharting_no_match
80cf637d-7443-422f-9d22-958ed7317dfd,Genso Suikoden III [First Print Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
5b655513-6737-4069-8528-8bd9a3ac64c7,Genso Suikoden V,PlayStation 2,CIB,available,pricecharting_no_match
7c092b9c-fd5d-4430-8f6d-567934713adb,Gensou Suikoden V [PlayStation 2 The Best],PlayStation 2,CIB,available,pricecharting_no_match
e2a996b7-4959-4893-a87a-2752c2d06d93,God of War Chains of Olympus,PSP,CIB,available,pricecharting_no_match
696823da-b196-4666-a2fa-aa211fbd25ae,Golden Axe Beast Rider,Xbox 360,CIB,available,pricecharting_no_match
5565d7c3-5a35-49a6-9892-ab701bd6c903,Grey GameCube Controller,GameCube,CIB,available,pricecharting_no_match
f3bf81e3-5af0-4a52-b735-a5afc866b563,Guitar Hero World Tour,Wii,CIB,sold,pricecharting_no_match
ba565832-2dc1-4a50-9199-3f0b899c2b75,Hanjuku Eiyuu Tai 3D,PlayStation 2,CIB,available,pricecharting_no_match
28d3898f-e51a-4026-b736-be4e27c9ab11,Hard Hitter Tennis,PlayStation 2,CIB,available,pricecharting_no_match
8578aa7b-7903-4b6d-80dc-30f768dd4122,Harry Potter and the Deathly Hallows: Part 2,Xbox 360,CIB,sold,pricecharting_no_match
70a0c5eb-b135-40b8-9abe-85acb1a33930,Haven Call of the King,PlayStation 2,CIB,available,pricecharting_no_match
4cc37324-07e5-471f-a35b-d5118bf0ac0c,High School Musical Sing It,PlayStation 3,CIB,available,pricecharting_no_match
51e802a7-51d2-4de8-abe8-b36248717c8b,Hollywood Squares,Xbox 360,CIB,available,pricecharting_no_match
26408aa3-7f8c-4607-b3c5-74005fab00c1,How to Train Your Dragon,Wii,CIB,available,pricecharting_no_match
6e54f679-319a-4a91-9543-7963ad9209a5,iCarly,DS,CIB,available,pricecharting_no_match
49b17540-b355-43fd-adcd-f655a3cbbe97,Infinity,Xbox 360,CIB,available,pricecharting_no_match
441ca6b0-aea6-4632-904c-14e196ea86c6,Jeopardy,NES,CIB,available,pricecharting_no_match
9fba8e1f-b791-421b-8ca4-b8a69ac149ca,Jeremy McGrath Supercross World,PlayStation 2,CIB,available,pricecharting_no_match
2dcc7f13-a4e5-4b23-9333-7df5221809ce,Jillian Michaels' Fitness Ultimatum 2009,Wii,CIB,available,pricecharting_no_match
829e4d35-e4cd-4422-84de-253ec164661a,Just Cause 3,Xbox One,CIB,available,pricecharting_no_match
a0c0a2da-7c27-498e-973d-7b2d44d313f1,Karaoke Revolution Glee Vol 3,Xbox 360,CIB,available,pricecharting_no_match
92960a5f-768a-4187-9aec-bc51363a8cc8,Kinect Sports,Xbox 360,CIB,available,pricecharting_no_match
b423e3a6-5e5a-4b6a-9d34-770308d4eab8,Kinect Star Wars,Xbox 360,CIB,available,pricecharting_no_match
9c8dcf94-c703-47d4-b0b5-c5b5e088dc8b,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
0d06fb56-e3ec-401f-b8c3-b8326bf00b54,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
06cb4ced-9403-4d0c-8350-ba3fc2c32d86,Kingdom Hearts III,Xbox One,CIB,sold,pricecharting_no_match
0db8402d-5b19-4d1a-82c5-4537908dc0f1,Legend of Mana,PlayStation,CIB,sold,pricecharting_no_match
7d3ca8de-378f-47da-967c-dd658a19e0dc,Legends of Wrestling,PlayStation 2,CIB,available,pricecharting_no_match
7b377df1-7c4c-4a43-8c0f-a5c412da66ca,LEGO Batman 3: Beyond Gotham,PlayStation 3,CIB,available,pricecharting_no_match
10b78f62-6f65-45d0-b5f3-47d86b2a17df,LEGO Marvel Super Heroes,PlayStation 3,CIB,available,pricecharting_no_match
b3c16464-0133-444b-8829-34409de1e267,LEGO Movie Videogame,PlayStation 3,CIB,available,pricecharting_no_match
3767a2df-53b5-408b-a83b-a4d7ae1945a6,LEGO Rock Band,PlayStation 3,CIB,available,pricecharting_no_match
ce7cf6b7-6026-48ab-b742-34e31dcac134,LEGO Star Wars II Original Trilogy,GameCube,CIB,available,pricecharting_no_match
a9d185b3-d4ae-4f51-b09c-4a346c98624a,LEGO Star Wars III: The Clone Wars,DS,CIB,available,pricecharting_no_match
85cb3f97-2ab4-4412-98cd-3cfa08f47f6e,LEGO Star Wars III: The Clone Wars,DS,CIB,available,pricecharting_no_match
e813f496-d86a-4f5b-b2d0-51aa41fdfa75,LittleBigPlanet 3,PlayStation 3,CIB,sold,pricecharting_no_match
17da42f3-7e2b-48b9-8273-744762d4ffcb,Lupin III: Columbus no Isan wa Akenisomaru,PlayStation 2,CIB,available,pricecharting_no_match
ce42bd7f-4d07-4fed-9a3a-0ed6e93780ae,Madden 2003,PlayStation 2,CIB,available,pricecharting_no_match
8ce209e0-45bc-478f-9698-63e08ce7332a,Madden 2006,PlayStation 2,CIB,available,pricecharting_no_match
f6a9c9b4-09d0-4810-b876-4e228a597b2a,Madden 2008,PlayStation 2,CIB,available,pricecharting_no_match
2a258fd0-6b90-46ba-a6bf-512205787b5b,Madden 2009,PlayStation 3,CIB,available,pricecharting_no_match
3c4ba940-1175-47fc-92fc-e6cb72f0a12f,Madden 98,PlayStation,CIB,sold,pricecharting_no_match
d430ae42-7906-491b-a981-5cbe1865c818,Madden NFL 11,Xbox 360,CIB,available,pricecharting_no_match
a8444c62-c7ed-4ef2-ba8c-f7a76318575e,Madden NFL 12,PlayStation 3,CIB,available,pricecharting_no_match
2b83cc72-5a8c-464a-a788-92379aa5b398,Madden NFL 12,PlayStation 3,CIB,available,pricecharting_no_match
23f424dc-c56e-4307-80a7-61e09aad4327,Madden NFL 16,Xbox One,CIB,available,pricecharting_no_match
b08bb93f-31b3-4b06-b028-0cd19b873a29,Madden NFL 21,Xbox One,CIB,available,pricecharting_no_match
101923ea-6b5d-45e6-816b-7a08e50123d0,Madden NFL 25,PlayStation 3,CIB,available,pricecharting_no_match
9c30666a-1765-47c6-a7d0-46c725aa4cf8,Major League Baseball 2K8,Xbox 360,CIB,available,pricecharting_no_match
76b03b07-fc49-4c69-a688-4ef131b91021,Mario & Sonic at the Olympic Games,DS,CIB,available,pricecharting_no_match
1a03323c-ebf0-4288-932c-3b4aa64501e5,Mario Party 6,GameCube,CIB,available,pricecharting_no_match
cdda6c29-48d1-46b1-96fd-5a7949d5ba40,Maximo,PlayStation 2,CIB,available,pricecharting_no_match
9b80b730-30a7-47f2-a8bc-b62887e74dd6,MLB 07 The Show,PlayStation 3,CIB,available,pricecharting_no_match
3b3bc4de-5516-4205-9e80-fb41521b25cc,MLB 07 The Show,PlayStation 3,CIB,available,pricecharting_no_match
9e37c7f9-fcdd-4f6d-a423-eee3f0f14664,MLB 15: The Show,PlayStation 3,CIB,available,pricecharting_no_match
77fe5075-6232-46e4-97e3-fbedb45dca11,MLB 2004,PlayStation 2,CIB,available,pricecharting_no_match
f7c74d62-dacb-4549-980b-32cb152e496e,MLB 2005,PlayStation 2,CIB,available,pricecharting_no_match
b16ae3e9-e742-46c6-a58c-76080eabe462,MLB Slugfest 2003,GameCube,CIB,available,pricecharting_no_match
ba6f014d-e52b-4da5-ac5d-6faf7dc2e578,Mobile Suit Gundam Climax U.C,PlayStation 2,CIB,available,pricecharting_no_match
b7e76f65-956f-4575-8842-c20326337178,Mobile Suit Gundam Seed Destiny: Generation of CE,PlayStation 2,CIB,available,pricecharting_no_match
fcf65f0e-5e5d-486c-8ba4-a1add0f9d5a3,Monster 4x4: Stunt Racer,Wii,CIB,available,pricecharting_no_match
f951a3cd-95ad-40aa-8ed4-40247799a66f,Monster High: Ghoul Spirit,Wii,CIB,available,pricecharting_no_match
60c5bdc0-9cab-4b49-8a4b-016b96b27663,Monster Jam Urban Assault,Wii,CIB,available,pricecharting_no_match
d5b8d238-a89b-4315-a4c3-c78c180e69e4,Mountain Bike Adrenaline,PlayStation 2,CIB,available,pricecharting_no_match
8e93ce06-6fb7-47ce-987e-505c46823175,Naruto Clash of Ninja 2,GameCube,CIB,available,pricecharting_no_match
523a3746-3996-4519-bb78-bcc0573faf7a,Naruto: Narutimate Hero,PlayStation 2,CIB,available,pricecharting_no_match
ece9e89e-9eae-451c-91ad-6cf498cd5703,Naruto: Narutimate Hero,PlayStation 2,CIB,available,pricecharting_no_match
04d99793-0a2e-4827-bd04-fc3e75424161,NASCAR 07,PlayStation 2,CIB,available,pricecharting_no_match
eeaea00f-c86d-4b7d-bd52-b7a5c5d30a79,NASCAR 08,PlayStation 2,CIB,available,pricecharting_no_match
3f5a0ec0-768b-44f3-aec2-4582da512cc7,NASCAR Racing,PlayStation,CIB,available,pricecharting_no_match
7bbc0704-66a3-4205-b664-6fdb4b99268e,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
e03c6acf-4e93-4456-b81a-ca0e472df362,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
bc4e459c-8c0b-4ef1-b421-e7a1bddc043a,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
00c61450-b5c4-4355-bf29-dfad16b9e80c,NBA 2K13,PlayStation 3,CIB,available,pricecharting_no_match
dd21e922-d453-4a37-8a0b-ad64354f4c4b,NBA 2K16,Xbox 360,CIB,available,pricecharting_no_match
1d17f780-d3b6-49e4-a29b-0d59ac3a3c43,NBA 2K17,Xbox One,CIB,available,pricecharting_no_match
db8c629d-c5f9-4829-852e-731b86b0c600,NBA 2K18,Xbox One,CIB,available,pricecharting_no_match
be66dbfd-3e9f-4c8d-b2d8-f3ae6890af8c,NBA 2K2,GameCube,CIB,available,pricecharting_no_match
060d903c-16ef-4f96-bd13-2623d5cefad4,NBA Live 10,PlayStation 3,CIB,available,pricecharting_no_match
ed88100a-0f14-445c-8fa5-6699909f4161,NBA Live 2004,Xbox,CIB,available,pricecharting_no_match
29ebe8ac-7afa-46cf-b2cd-c43a8147da77,NBA Live 2005,Xbox 360,CIB,available,pricecharting_no_match
e1738cc5-9b1e-4c58-934d-b6ed13e5589f,NBA Live 2006,Xbox,CIB,available,pricecharting_no_match
aca1ea31-5dc2-4c31-9c89-6c5cd1bf18e8,NCAA College Basketball 2K3,Xbox,CIB,available,pricecharting_no_match
46062e72-f737-4c2d-be7d-f9043823eb93,NCAA March Madness 2004,Xbox,CIB,available,pricecharting_no_match
9a73fd18-1f4a-47cb-b817-dd2c404115d4,NCAA March Madness 2004,Xbox,CIB,available,pricecharting_no_match
c80162d6-5c81-49ca-9931-26c175ee33d1,NCAA March Madness 2005,Xbox 360,CIB,available,pricecharting_no_match
547794a2-7080-4118-a992-bcf8005ef4d9,NCAA March Madness 2006,Xbox,CIB,available,pricecharting_no_match
91a28b84-19de-46ef-810f-1b2ad22c0604,Need for Speed Underground 2,Xbox,CIB,available,pricecharting_no_match
676e749f-60a7-4628-8341-890002a290d2,NFL Blitz 2002,GameCube,CIB,available,pricecharting_no_match
0a828512-eff8-429f-997b-d8219ebb57b0,NFL Street,GameCube,CIB,available,pricecharting_no_match
a0494282-1a31-47a9-9c41-06f4dcd3b72d,NHL 11,PlayStation 3,CIB,available,pricecharting_no_match
20ce0234-fc2b-476e-aa76-82c5e4238669,NHL 2002,PlayStation 2,CIB,available,pricecharting_no_match
a9bb3a5a-ce51-41c4-96a0-84a746f76f1c,NHL Hitz 2003,GameCube,CIB,available,pricecharting_no_match
e434248d-25bf-4222-897a-765b1712bd60,Overwatch Origins Edition,Xbox One,CIB,available,pricecharting_no_match
7ac4a4f6-7c79-4968-9bb4-5ba041f90ceb,PlayStation 2 8MB Memory Card,PlayStation 2,CIB,available,pricecharting_no_match
e9b2b606-9b6f-4b98-8cfe-d663906bda9f,Pokémon XD Gale of Darkness,GameCube,CIB,available,pricecharting_no_match
e6b8c85c-51d2-4150-95c2-eb813009ab18,Pride Of The Dragon Peace,PlayStation 2,CIB,available,pricecharting_no_match
d46075c9-6f60-4c86-bad2-df1451bb9efb,Puyo Pop Fever,PlayStation 2,CIB,available,pricecharting_no_match
9aba6a66-828a-42b1-ae03-6059f73c8387,Rainbow Six,PlayStation,CIB,available,pricecharting_no_match
bb9b8b28-33b2-4654-b027-c2be6e5ee4f0,RC Revenge Pro,PlayStation 2,CIB,available,pricecharting_no_match
0ee125c3-a173-4c60-88d1-52d2f7e1d4b7,Return to Castle Wolfenstein,PlayStation 2,CIB,available,pricecharting_no_match
9fcab8aa-0a5f-4a24-b523-ce2b2ccc00a0,Rugby 2005,Xbox,CIB,available,pricecharting_no_match
9bb2d2b5-da11-4543-b40a-f756b58caab4,Sega Bass Fishing Duel,PlayStation 2,CIB,available,pricecharting_no_match
6e588858-aa34-44db-ae1d-07679e615939,Sengoku Musou,PlayStation 2,CIB,available,pricecharting_no_match
8d4eb388-d581-4845-b523-1a6e13369d84,Sengoku Musou 3,Wii,CIB,available,pricecharting_no_match
8e5bac0f-b808-4598-bfb7-d7203b81db89,Sengoku Musou 3,Wii,CIB,available,pricecharting_no_match
88227e23-54a5-42d5-a7d0-03f6b34b4828,Shaun White Skateboarding,Xbox 360,CIB,available,pricecharting_no_match
3a0ceaa4-19d9-4c19-9330-e98d4a5a9d74,Shin Hokuto Musou,PlayStation 3,CIB,available,pricecharting_no_match
aae60794-d126-4448-802e-6a2ad3caa4e9,Shin Sangoku Musou 4,PlayStation 2,CIB,available,pricecharting_no_match
6288ad1f-9197-41ab-bcc1-bb2c9cd5f381,Shin Sangoku Musou Multi Raid Special,PlayStation 3,CIB,available,pricecharting_no_match
4332f427-d60f-4a87-b4da-3fa5f80389f6,Shinsengumi Gunrou-Den,PlayStation 2,CIB,available,pricecharting_no_match
8d8ffdce-b826-4275-b65d-9d9582f34dab,Singstar Amped,PlayStation 2,CIB,available,pricecharting_no_match
27c0a535-fe55-40ec-a9a4-3d4c45b0f039,Skylanders Giants,Xbox 360,CIB,available,pricecharting_no_match
dc5d2192-714f-4101-b70f-2ae7f003c330,Skylanders Swap Force,Xbox 360,CIB,available,pricecharting_no_match
8fbd47c7-9aab-4c6a-a765-e75027280ca0,Sonic Boom Fire & Ice,3DS,CIB,available,pricecharting_no_match
c1fac0b5-8c3b-49cc-b2d3-e2d6fafae7f8,Space Channel 5 Part 2,PlayStation 2,CIB,available,pricecharting_no_match
da57121a-efc9-4c1e-915c-3844bff525d9,SpongeBob SquarePants The Movie,PlayStation 2,CIB,available,pricecharting_no_match
e1a2d68f-bd64-4b33-a4db-77bb1210e0ee,SSX 3,PlayStation 2,CIB,available,pricecharting_no_match
c2c0afcd-41ef-46d5-8034-2c4b674fe248,SSX 3,GameCube,CIB,available,pricecharting_no_match
2ce01837-fe29-4943-8e1a-3d442e9db5c4,Star Wars Battlefront,Xbox,CIB,available,pricecharting_no_match
7aef3301-ae0f-4ad4-b1a4-3640de0d8262,Star Wars Battlefront [Deluxe Edition],Xbox One,CIB,available,pricecharting_no_match
2858ce0c-d4cc-4461-9d95-103e2c8d58db,Stuntman,PlayStation 2,CIB,available,pricecharting_no_match
a4e6e34e-d577-481d-aa4d-26647c47f948,Summer Sports Paradise Island,Wii,CIB,available,pricecharting_no_match
9bd6f63e-6af9-49ea-af4c-5e2bb707c856,Super Monkey Ball: Banana Mania,Xbox One,CIB,available,pricecharting_no_match
f2e4f83e-6c34-49de-b379-f419ba7c2eeb,Super Robot Wars Z,PlayStation 2,CIB,available,pricecharting_no_match
9b426471-2619-4dd0-8760-30ac05d1f028,Super Robot Wars Z,PlayStation 2,CIB,available,pricecharting_no_match
9497820d-85e2-4a13-816e-dbd35218541f,Taiko no Tatsujin: Waku Waku Anime Matsuri,PlayStation 2,CIB,available,pricecharting_no_match
82a73ec5-c7c9-413b-98dc-9f9b1301aa0a,Tales of Legendia,PlayStation 2,CIB,available,pricecharting_no_match
6bac6387-66b0-46e2-96e4-15e78e0406fe,Tales of the Abyss,PlayStation 3,CIB,available,pricecharting_no_match
02c6db1d-8bed-410c-b921-feeb881372cf,Tales of Xillia,PlayStation 3,CIB,available,pricecharting_no_match
0f1cb1bb-bb6d-4dfb-bb8e-4deafe77dc34,Tales of Zestiria,PlayStation 3,CIB,available,pricecharting_no_match
1ff06926-3fb6-4ec9-937c-d48811db7fd6,Team Elimination Games,Wii,CIB,available,pricecharting_no_match
15ef0ad7-b936-4f50-b0cc-e9f237c9eff5,Teikoku Sensenki,PlayStation 2,CIB,available,pricecharting_no_match
4ad3b494-178c-4e3f-8a0f-f2465d3ac5dd,Tetris,NES,CIB,available,pricecharting_no_match
86d48349-b15e-4842-b9dc-be01f9ae0c1e,Tetris,Game Boy,CIB,available,pricecharting_no_match
b38832c0-85d3-40c7-a5f7-a3d777753b5f,Tetris 2,Game Boy,CIB,available,pricecharting_no_match
e8c34be1-68d1-41b8-82ab-b7e4c6891723,The Dukes of Hazzard Return of the General Lee,PlayStation 2,CIB,available,pricecharting_no_match
2d1d0ab7-0d3b-4a3c-af23-737777f308ac,Tiger Woods 2003,PlayStation 2,CIB,available,pricecharting_no_match
b6bd9c03-ef46-4067-8ebc-b7411786257e,Tiger Woods 2006,PlayStation 2,CIB,available,pricecharting_no_match
9da38520-f747-4e57-b742-b780251f850f,Tiger Woods PGA Tour 10,Xbox 360,CIB,available,pricecharting_no_match
ed1417d8-cb5b-4bdc-8041-19c9f2bd0277,Tony Hawk Project 8,PlayStation 3,CIB,available,pricecharting_no_match
aa32058b-22c2-4c6f-87a0-efc52345c30c,Tony Hawks Pro Skater 4,GameCube,CIB,available,pricecharting_no_match
016f5aef-0a80-4c3b-b5a6-67e6f9488220,Touchmaster 3,DS,CIB,available,pricecharting_no_match
7f4fa871-4617-41a9-92fb-4060596d504d,Transformers: The Game,PSP,CIB,available,pricecharting_no_match
93b193f3-54fb-4dd9-8650-d86562d80177,True Crime Streets of LA,PlayStation 2,CIB,available,pricecharting_no_match
3fb00641-e178-4fa8-a951-da2a53f8c9ce,Ultimate Board Game Collection,PlayStation 2,CIB,available,pricecharting_no_match
577ad085-c92a-44d4-9a06-b6d86aebc76f,Ultimate Board Game Collection,PlayStation 2,CIB,available,pricecharting_no_match
c5da05b2-6e10-40f9-8309-a8036dc7aa1b,Uncharted 3: Drake's Deception,PlayStation 3,CIB,available,pricecharting_no_match
dbd1e28f-c2af-4fd4-9886-adcedd25b834,Virtua Fighter 4,PlayStation 2,CIB,available,pricecharting_no_match
aee0b7db-3b46-40b6-92f9-2048eb6489c5,Wii Fit (game Only),Wii,CIB,available,pricecharting_no_match
86c36779-026e-43c1-904d-4a2ecb646d46,Wii Fit (game Only),Wii,CIB,available,pricecharting_no_match
3b691714-c882-45cc-92ea-f0ecd7306a3d,World Soccer: Winning Eleven 9,PlayStation 2,CIB,available,pricecharting_no_match
460ce0ca-d6a4-4e15-a4bc-4335a73f2547,WWE Smackdown vs. Raw 2011,PlayStation 2,CIB,available,pricecharting_no_match
316b16e2-2683-432a-adbd-c55b249a94ed,Your Shape: Fitness Evolved,Xbox 360,CIB,available,pricecharting_no_match
